x,y,z
-1300,-113,-991
-1362,-363,-1075
-1413,456,-1022
-1282,325,-829
-1309,-93,-876
-1346,-353,-1130
-1270,76,-1042
-1538,456,-983
-1030,-193,-962
-1305,-158,-1108
-1102,99,-933
-1434,421,-890
-1030,-218,-1065
-1192,-263,-1216
-1138,52,-1052
-1382,689,-958
-1032,-117,-1042
-1102,-195,-1077
-1317,-154,-974
-1432,187,-999
-1286,-66,-1165
-1104,-95,-1038
-1485,70,-956
-1436,208,-874
-1245,-122,-977
-1069,-169,-1106
-1262,146,-1095
-1389,308,-940
-972,-60,-1048
-1106,-158,-1198
-1114,-35,-915
-1465,230,-913
-1046,-310,-1085
-1259,-74,-1268
-1097,64,-995
-1503,302,-915
-915,-156,-974
-927,-115,-1126
-1009,169,-968
-1016,325,-917
-794,-70,-1075
-718,-105,-1155
-792,-17,-1009
-890,177,-913
-648,-111,-995
-632,-220,-1122
-694,74,-991
-751,160,-970
-443,-72,-1018
-532,27,-1153
-370,173,-991
-530,271,-942
-208,-52,-964
-347,-89,-1059
-245,40,-927
-259,107,-944
-158,-105,-1015
-179,-132,-1057
-121,0,-1009
-134,165,-935
-11,-15,-966
-78,-46,-1061
-40,85,-1032
-39,156,-1018
-23,74,-1048
-64,-56,-1067
-68,-13,-1034
-76,93,-954
-74,13,-976
-91,-25,-1020
-109,-46,-1013
-72,42,-977
-68,17,-1020
13,74,-1028
48,95,-1015
111,117,-1009
232,40,-1007
177,-42,-1071
281,-31,-1061
199,19,-1083
232,-13,-1073
183,29,-1063
80,5,-1015
128,0,-974
1,60,-1030
-13,21,-1044
-68,142,-1028
-85,83,-1020
-121,39,-981
-113,35,-936
-144,35,-929
-115,-29,-970
-140,-58,-1018
-132,3,-1022
-95,66,-1016
-599,-23,-1038
134,-89,-878
-796,-150,-1284
-1018,261,-1190
-546,119,-884
-974,-35,-1126
-1091,91,-1081
-925,150,-880
-761,-66,-888
-679,-25,-1038
-728,138,-1206
-515,46,-931
-692,144,-1065
-181,-230,-823
-560,-109,-985
-259,0,-977
-550,259,-1136
-113,89,-1108
-433,29,-1132
-183,140,-1036
-154,76,-979
-89,-150,-999
-169,-37,-1022
-162,119,-1054
-156,173,-976
-78,-64,-938
-249,-162,-929
-259,-97,-935
-290,95,-897
-269,152,-892
-163,105,-917
-224,80,-993
-117,37,-1022
-85,-13,-1095
-40,-21,-1052
56,9,-1011
89,-33,-1034
103,-44,-1065
162,-37,-987
130,-33,-997
208,-3,-1024
148,35,-1077
175,15,-1001
146,80,-974
169,119,-983
165,117,-1034
122,124,-1032
128,-31,-1052
70,-50,-1069
93,-31,-1065
-11,5,-1050
-56,31,-1034
-64,-3,-1022
-119,1,-1042
-122,74,-1030
-169,64,-1046
-175,52,-1046
-156,29,-1050
-156,52,-1016
-183,74,-1005
-146,-5,-1032
-148,-54,-1063
-134,-11,-1059
-119,19,-1069
-122,23,-1034
-83,-13,-1022
-101,54,-1003
-74,64,-987
-89,99,-993
-66,-3,-997
-78,39,-987
-66,19,-968
-48,60,-972
-66,23,-985
-39,-11,-974
-25,5,-997
-56,39,-1003
-11,40,-995
-5,72,-1003
-56,93,-991
17,42,-993
-29,64,-1003
-44,21,-989
-21,9,-981
-40,9,-993
-27,-5,-983
-37,-3,-995
-23,-7,-999
-42,-15,-1015
11,-19,-1022
-35,19,-1034
-13,23,-1052
-1,54,-1052
-3,39,-1048
-17,56,-1038
44,-1,-1032
-25,-3,-1044
27,-27,-1034
5,7,-1044
17,5,-1028
23,-15,-1028
33,-11,-1034
7,-3,-1022
56,35,-1030
31,3,-1026
-9,1,-1026
58,9,-1028
-19,37,-1024
1,25,-1018
-13,0,-1028
-35,-3,-1015
-21,15,-1005
-39,15,-1011
-40,19,-997
-29,44,-991
-52,27,-1005
-37,40,-995
-29,13,-1003
-66,29,-1007
-17,37,-1005
-54,29,-1018
-56,19,-1007
-39,27,-1005
-56,29,-1013
-58,40,-1013
-44,25,-1015
-31,19,-1007
-62,58,-1016
-35,21,-1013
-31,31,-993
-37,31,-991
-27,17,-1005
-25,33,-1016
-25,21,-993
-48,25,-1007
-5,25,-1013
-39,11,-1009
-17,9,-1005
-11,33,-1009
-13,19,-1003
-13,35,-1001
0,5,-1018
0,3,-1013
-23,19,-1013
-13,19,-1024
0,25,-1015
-7,9,-1011
-15,11,-1018
19,19,-1020
-11,37,-1022
0,29,-1028
15,23,-1028
7,17,-1026
9,23,-1024
5,23,-1030
3,21,-1022
-11,1,-1038
3,7,-1034
-11,17,-1022
-15,21,-1013
-5,15,-1020
3,21,-1013
-15,39,-1011
7,25,-1015
1,37,-1022
-21,25,-1009
-19,9,-1020
-9,13,-1024
-17,19,-1001
-17,7,-999
-13,15,-1011
-17,15,-1003
-29,19,-1005
-25,21,-1007
-25,13,-1003
-33,29,-1007
-25,17,-1015
-23,17,-1013
-46,21,-1009
-39,17,-1011
-33,-1,-1018
-31,29,-1005
-31,9,-1015
-21,11,-1011
-37,25,-1007
-25,21,-1011
-21,23,-1009
-31,21,-1005
-27,13,-1007
-21,17,-1022
-25,13,-1011
-23,19,-1013
-7,25,-1011
-11,19,-1011
-25,25,-1013
-5,21,-1018
-9,17,-1011
-19,35,-1020
0,9,-1015
-3,31,-1024
-9,27,-1016
-15,15,-1020
11,17,-1016
-9,29,-1011
0,9,-1020
0,21,-1011
-11,13,-1016
-5,23,-1028
-13,13,-1016
-13,21,-1009
-11,21,-1024
0,33,-1020
-17,13,-1028
3,3,-1020
-1,5,-1024
-5,15,-1013
-15,15,-1018
-1,29,-1013
-33,29,-1016
-11,11,-1016
-17,17,-1015
-21,25,-1016
-27,13,-1022
-11,25,-1020
-17,25,-1011
-19,27,-1015
-19,27,-1013
-19,15,-1009
-33,17,-1003
-3,25,-1001
-33,25,-1034
21,19,-993
-39,21,-1038
66,-3,-1016
-40,74,-999
93,-5,-1005
169,15,-997
-156,11,-1048
35,74,-1011
52,50,-962
-25,-68,-962
-62,-15,-1085
54,64,-991
37,17,-954
-74,35,-1032
23,29,-1036
-58,0,-999
-23,29,-993
-15,-13,-1011
-25,-42,-1028
-70,40,-1028
-7,39,-1046
-5,23,-1026
-7,-25,-1020
0,-5,-1003
23,-5,-1028
5,3,-1022
-21,33,-1022
27,40,-1016
-29,11,-1003
-19,-15,-995
-44,0,-989
-9,0,-976
-50,40,-1048
-15,66,-999
-48,-19,-1009
-21,9,-1003
-52,7,-1013
-42,13,-1026
-19,50,-1013
-40,44,-1028
-25,40,-1028
-25,46,-999
-33,0,-1007
-33,46,-1030
-31,40,-1005
-27,58,-1001
-29,54,-1018
-19,37,-1018
-19,31,-1009
-21,52,-1007
-15,54,-1015
-25,74,-1009
-7,70,-1016
-21,37,-1018
-7,35,-1005
-21,31,-999
-29,40,-1024
-15,60,-1016
0,17,-1005
-21,23,-1007
-3,19,-1016
-5,27,-1022
-13,50,-1005
0,29,-1018
1,25,-1028
-3,15,-1015
0,-9,-1009
-9,19,-1013
7,23,-1032
50,-40,-966
-121,-91,-1038
-144,85,-1077
-1,160,-1015
-58,337,-1085
130,7,-878
76,-257,-974
29,-152,-1065
3,-13,-1075
33,175,-1085
48,163,-1003
-60,29,-952
66,-42,-935
-68,-29,-1018
-11,-5,-1050
-13,42,-1063
-17,44,-1009
0,40,-995
25,44,-991
-11,-37,-1013
5,-15,-979
-7,-35,-1007
-23,-17,-1011
-5,40,-1020
-54,23,-1044
-37,35,-1011
-35,13,-991
-27,7,-995
-15,29,-1003
-11,-5,-1036
-15,-15,-1044
-21,44,-1036
11,15,-1007
-25,5,-1001
-3,-9,-976
-21,-40,-1005
-39,13,-1015
-35,25,-1026
-44,50,-1016
-15,56,-999
-21,39,-1009
-13,9,-997
-25,0,-1001
21,25,-1009
-29,39,-1020
-5,7,-1007
-1,3,-1015
-23,9,-1024
11,29,-1007
-17,31,-1016
21,58,-1007
-27,40,-1026
27,37,-1007
-21,40,-1015
7,17,-1013
-5,19,-1022
0,7,-1013
-15,23,-1020
11,39,-1022
-15,37,-1018
1,31,-1022
-11,27,-1022
-33,13,-1032
13,21,-1028
-44,44,-1028
17,13,-1005
-11,37,-1028
-29,21,-1028
11,25,-1020
1,31,-1030
-42,23,-1011
37,29,-1015
-31,39,-1011
-7,11,-1007
-11,17,-1020
-44,23,-1009
-17,21,-1003
-27,19,-1015
-29,-1,-1003
-21,23,-1020
-25,9,-1015
-19,1,-1005
-5,21,-1003
-25,3,-1015
-3,23,-1005
-31,39,-1018
-33,11,-1016
-5,3,-1015
-23,1,-1007
-19,-5,-1007
-13,13,-1007
-19,0,-1015
-29,17,-1011
-13,9,-1016
-21,5,-1016
-7,21,-1005
-11,19,-1024
-17,11,-1020
-17,40,-1013
-15,17,-1028
-11,19,-1018
-21,21,-1005
-17,-9,-1015
-7,11,-1013
-13,19,-1009
-1,25,-1018
-3,39,-1024
-5,19,-1016
-21,15,-1013
0,19,-1020
-19,21,-1015
-19,25,-1009
-7,25,-1016
-3,9,-1016
-11,23,-1009
-23,11,-1026
-5,21,-1026
-21,29,-1007
-11,15,-1016
0,25,-1018
-15,40,-1013
-13,29,-1018
-9,23,-1015
-25,29,-1015
-17,21,-1009
-19,31,-1018
-7,19,-1016
-21,17,-1015
-17,21,-1015
-19,9,-1013
-25,35,-1007
-21,29,-1020
-7,31,-1016
-19,33,-1005
-21,29,-1020
-5,19,-1015
-35,33,-1005
-15,13,-1018
-15,15,-1020
-27,21,-1011
-11,11,-1009
-13,31,-1015
-13,27,-1013
-19,13,-1011
-17,21,-1024
-9,21,-1009
-9,25,-1011
-19,31,-1024
-15,7,-1015
-25,15,-1005
-21,5,-1018
-7,13,-1016
-25,23,-1011
-13,-3,-1015
-5,9,-1028
-21,19,-1007
-19,13,-1018
0,21,-1018
-13,7,-1013
-19,3,-1016
-11,21,-1020
-15,15,-1022
-9,5,-1009
-21,15,-1011
-23,15,-1007
-15,25,-1007
0,7,-1022
-13,19,-1022
-17,37,-1007
-19,19,-1018
-9,19,-1022
-21,39,-1007
-19,19,-1007
-5,37,-1018
-11,19,-1011
-13,3,-1022
-15,31,-1018
-21,23,-1003
-21,19,-1001
-9,29,-1015
-19,15,-1016
-25,29,-1018
-19,27,-1028
-7,15,-1018
-25,33,-999
-27,11,-1015
-23,35,-1018
-29,35,-1005
-19,17,-1018
-19,21,-1018
-29,23,-1007
-13,13,-1022
-25,35,-1016
-35,25,-1005
-23,11,-1016
-13,11,-1020
-15,25,-1013
-23,27,-1013
-19,25,-1018
-19,15,-1013
-25,19,-1003
-15,9,-1005
-15,23,-1016
-21,29,-1003
-13,1,-1018
-11,19,-1020
-27,29,-1005
-9,5,-1020
-11,25,-1020
-13,23,-1005
-3,9,-1011
-9,15,-1024
-9,25,-1018
-7,15,-1009
-11,29,-1022
0,5,-1024
-11,13,-1018
-9,23,-1005
-11,21,-1015
-15,29,-1016
-11,13,-1026
-15,19,-1020
-19,25,-1007
-7,19,-1015
-13,21,-1028
-9,25,-1015
-9,19,-1018
-7,31,-1024
-17,9,-1005
-21,13,-1011
-13,27,-1020
-11,11,-1013
-17,29,-1013
-9,27,-1013
-13,31,-1011
-23,21,-1009
-13,13,-1018
-19,21,-1015
-19,29,-1003
-21,29,-1015
-9,27,-1015
-21,23,-1005
-21,23,-1013
-15,29,-1016
-25,25,-1011
-21,9,-1013
-7,23,-1011
-15,27,-1016
-11,17,-1011
-17,25,-1028
-15,21,-1009
-11,21,-1011
-23,27,-1013
-11,17,-1015
-31,23,-1009
-9,15,-1020
-11,21,-1009
-11,17,-1001
-19,13,-1020
-9,19,-1022
-17,27,-1001
-11,7,-1018
-11,31,-1018
-11,23,-1001
-29,13,-1015
-3,23,-1018
-13,11,-1009
-17,13,-1013
-13,19,-1022
-17,15,-1015
-15,19,-1005
-11,17,-1024
-25,15,-1011
-17,23,-1007
-13,15,-1011
-3,11,-1011
-9,17,-1001
-21,3,-1009
-11,19,-1013
-21,19,-1018
-11,13,-1015
-5,13,-1016
-13,15,-1009
-11,13,-1013
-9,25,-1011
-13,19,-1005
-23,19,-1009
-11,17,-1028
-9,17,-1015
-17,27,-1013
-23,21,-1024
-11,11,-1013
-21,23,-1016
-9,13,-1022
-15,31,-1015
-17,33,-1015
-17,19,-1020
-7,13,-1022
-15,23,-1009
-11,21,-1020
-1,27,-1026
-19,27,-1016
-19,15,-1005
-15,21,-1028
1,19,-1013
-15,31,-1009
-21,15,-1015
-11,17,-1024
-23,19,-1007
-19,19,-1015
1,29,-1016
3,23,-1016
-17,15,-1018
-19,56,-1013
27,40,-993
-35,0,-1005
-3,-7,-1038
-3,13,-1036
-19,11,-999
1,50,-1007
-3,39,-1024
-21,5,-1011
-21,-5,-1003
-11,0,-1026
-21,33,-1015
-27,27,-1016
-7,40,-1018
-21,29,-1003
-27,-1,-1007
-5,-11,-1018
-13,29,-1020
-21,9,-1015
0,46,-1005
-21,15,-987
-25,-1,-1020
-17,-5,-1044
1,-7,-1020
-19,37,-1005
-40,74,-1032
-5,19,-1003
5,-9,-993
-31,0,-1005
-9,13,-1013
-21,42,-1024
-21,21,-1016
-1,23,-1009
-23,13,-999
-17,17,-997
-19,11,-1011
-21,15,-1020
-5,17,-1020
-15,29,-1015
0,35,-1016
56,23,-1018
109,-9,-1028
107,-11,-1018
1,21,-1022
-72,68,-1026
-203,187,-1018
-950,-13,-956
480,1,-964
-37,-220,-1188
749,50,-940
-853,150,-1059
495,158,-825
-68,187,-1235
415,-318,-888
-566,25,-1034
224,-15,-1016
-3,140,-1118
162,56,-938
-93,138,-1050
-35,-35,-1026
81,44,-952
5,-78,-1061
68,-19,-977
-122,33,-1007
97,76,-1001
-29,163,-1056
5,-42,-956
-72,-19,-1020
-15,-25,-1007
-56,17,-1016
3,46,-1028
-99,107,-1052
62,80,-1042
-19,31,-1011
5,-31,-1018
-17,-46,-1024
21,-7,-1016
-17,109,-1032
13,29,-1038
-52,31,-995
39,19,-989
-31,37,-1026
-29,-40,-999
-11,40,-999
-33,85,-1034
17,83,-1015
-40,31,-1016
-11,-25,-997
-11,-3,-1024
0,9,-1009
-62,11,-997
15,-9,-1015
-54,60,-1020
1,60,-983
-56,17,-1011
-39,-15,-1007
-7,-15,-1013
-21,78,-1003
-35,35,-1015
-7,-3,-1030
-21,31,-1016
-9,5,-1020
1,15,-1020
-37,-27,-1028
9,3,-1020
-11,70,-1022
-33,64,-1015
0,-25,-1007
-7,9,-1015
-33,33,-1018
7,25,-1011
-25,5,-1007
-3,13,-1016
-3,35,-1034
-15,39,-1011
-7,-3,-1003
-1,5,-1015
-21,21,-1015
-5,60,-1018
-15,42,-1009
-21,-5,-1016
0,13,-1018
-25,13,-1015
-11,-5,-1007
-17,21,-1015
-27,37,-1015
-17,27,-1016
-21,31,-1015
-19,5,-1022
-5,13,-1016
-17,29,-1030
-5,50,-1016
-1,29,-1018
-7,31,-1015
-19,27,-1015
-17,17,-1015
-13,3,-1015
-11,21,-1015
-21,31,-1013
-11,21,-1007
-9,39,-1011
-13,13,-1016
-11,15,-1007
-27,29,-1018
-7,19,-999
-7,17,-1015
-1,44,-1009
-3,29,-1011
-13,-3,-1026
-15,19,-1013
-17,0,-1013
-19,21,-1005
-15,21,-1011
-13,1,-1015
-21,25,-1022
-5,19,-1015
-21,13,-1016
-3,25,-1016
-21,7,-1015
-5,23,-1018
-19,17,-1015
-13,9,-1018
-15,13,-1005
-15,-3,-1013
-9,13,-1018
-23,21,-1016
-25,11,-1020
-21,29,-1015
-17,29,-1007
-17,-1,-1009
-13,29,-1016
-37,25,-1013
-9,17,-1015
-19,35,-1011
-3,13,-1015
-21,19,-1018
-15,19,-1020
-5,7,-1018
-23,19,-1015
-13,15,-1018
-13,15,-1015
-13,27,-1022
-23,15,-1005
-21,15,-1011
-25,15,-1020
-15,3,-1009
-19,33,-1015
-11,19,-1009
-15,9,-1009
-15,25,-1016
-13,17,-1015
-13,27,-1024
-17,35,-1016
-15,9,-1020
-11,35,-1011
-19,29,-1007
-7,31,-1013
-15,23,-1007
-19,17,-1018
-7,15,-1016
-21,29,-1009
-11,13,-1007
1,37,-1022
-21,23,-1007
-3,15,-1018
-15,15,-1018
-5,23,-1009
-17,19,-1015
-13,50,-1011
-15,7,-1020
-15,17,-1011
-17,29,-1016
-17,3,-1015
-19,21,-1022
-5,17,-1018
-15,3,-1016
-9,21,-1011
-7,11,-1016
-17,25,-1015
-7,33,-1022
-9,1,-1026
-17,33,-1009
-25,21,-1016
-7,17,-1015
-17,35,-1015
-15,7,-1009
-15,21,-1020
-19,33,-1022
-19,17,-1016
-19,27,-1011
-21,17,-1018
-19,11,-1013
-25,31,-1018
-7,15,-1018
-19,15,-1018
-25,27,-1018
-15,9,-1024
-19,33,-1024
-15,31,-1013
-7,19,-1013
-7,21,-1015
-13,13,-1011
-15,25,-1015
-21,27,-1022
-21,17,-1007
1,21,-1016
-31,23,-1011
3,13,-1011
-15,40,-1018
-11,19,-1018
-15,9,-1018
-17,23,-1020
-11,17,-1018
-3,33,-1015
-11,31,-1015
-21,11,-1020
7,21,-1013
-19,19,-1018
-7,15,-1024
-17,35,-1018
0,17,-1024
-27,21,-1022
-11,23,-1007
-17,7,-1016
-15,33,-1015
-11,19,-1013
-21,3,-1020
-11,21,-1007
-25,19,-1007
-9,17,-1015
-25,37,-1013
-19,5,-1011
-31,33,-1015
-15,25,-1001
-13,21,-1011
-27,33,-1013
-13,0,-1013
-11,23,-1013
-27,27,-1009
-11,7,-1011
-15,21,-1016
-7,23,-1018
-7,9,-1009
-13,35,-1005
-17,15,-1016
-1,9,-1020
-35,33,-1015
-7,3,-1013
-17,19,-1018
-33,29,-1013
0,11,-1011
-23,17,-1013
-13,15,-1005
-17,21,-1011
-19,31,-1015
-17,11,-1007
-13,15,-1015
-11,23,-1011
-1,11,-1005
-21,31,-1013
-5,21,-1009
-13,9,-1015
0,23,-1005
-15,19,-1020
-11,25,-1009
-13,25,-1032
0,9,-1015
-23,13,-1011
0,19,-1011
-19,15,-1016
-19,29,-1005
-3,19,-1011
-31,9,-1018
-1,15,-1005
-15,19,-1018
0,25,-1013
-27,31,-1018
-9,7,-1016
-21,19,-1013
3,23,-1005
-27,21,-1015
-11,15,-1020
-17,13,-1030
-33,15,-1022
-9,21,-1007
-23,19,-1016
-23,37,-1018
0,21,-1011
-27,1,-1015
-17,23,-1015
-13,23,-1013
-23,25,-1015
0,31,-1009
-17,-5,-1013
-15,25,-1009
-9,13,-1015
-21,27,-1016
-29,31,-1016
-9,19,-1016
-25,7,-1018
-23,31,-1007
-9,21,-1011
-21,15,-1013
-17,13,-1011
-11,9,-1016
-27,31,-1007
-9,15,-1013
-11,19,-1013
-27,27,-1007
-3,5,-1015
-25,19,-1016
-23,31,-1011
-13,19,-1011
-23,25,-1013
-21,15,-1007
-1,7,-1011
-33,33,-1009
-11,11,-1015
-17,27,-1007
-23,17,-1020
0,15,-1018
-23,21,-1015
-7,9,-1005
-13,13,-1018
-5,19,-1016
-11,9,-1011
-11,17,-1016
-25,27,-1015
-9,7,-1011
-21,11,-1015
-1,15,-1015
-15,19,-1016
-9,35,-1005
-11,19,-997
-25,15,-1009
-11,27,-1015
-7,1,-1009
-25,23,-1015
-15,23,-1016
-17,9,-1013
-33,33,-1016
-1,5,-1016
-11,21,-1024
-13,39,-1015
-15,7,-1016
-5,21,-1005
-19,29,-1013
0,7,-1020
-21,33,-1024
-21,11,-1024
-11,17,-1016
-27,35,-1007
-11,13,-1005
-11,31,-1013
-37,35,-1015
-23,11,-1013
-21,40,-1020
-27,21,-1013
-11,23,-1013
-15,39,-1015
-21,9,-1007
-11,17,-1020
-17,33,-1005
-33,3,-1022
-9,23,-1003
-31,15,-1009
-7,29,-1013
-11,48,-1020
-3,13,-1013
-21,21,-1018
-17,9,-1018
-21,19,-1018
-9,13,-1009
-21,29,-1016
-17,13,-1020
-11,13,-1013
-15,7,-1015
-5,25,-1013
-9,27,-1015
-27,19,-1013
0,5,-1020
-15,21,-1011
-19,11,-1011
9,19,-1013
-23,33,-1030
-3,23,-1018
-11,3,-1022
-23,25,-1020
1,3,-1005
-21,37,-1015
-17,3,-1009
-7,19,-1020
-9,11,-1009
-21,21,-1005
-7,7,-1015
-5,21,-1009
-25,5,-1020
-7,31,-1018
-17,25,-1022
-5,21,-1007
-21,25,-1011
-9,5,-1018
-33,27,-1020
-13,29,-1015
-23,15,-1011
-9,35,-1013
-21,1,-1009
-25,19,-1009
-13,31,-1009
-25,9,-1016
-15,37,-1011
-29,17,-1016
-5,9,-1007
-31,35,-1020
5,7,-1020
-29,33,-1022
-17,15,-1011
-13,13,-1011
-27,33,-1011
-19,27,-1005
-17,17,-1018
-15,27,-1007
-23,9,-1015
-3,19,-1016
-21,25,-1015
0,9,-1013
-27,27,-1024
-1,21,-1007
0,13,-1016
-9,35,-1015
-7,17,-1018
-3,13,-1020
-11,19,-1009
-13,5,-1016
-11,35,-1015
-21,21,-1009
-11,3,-1016
-13,19,-1015
-17,19,-1016
-9,23,-1024
-17,31,-1009
-19,7,-1026
0,13,-1013
-27,21,-1016
1,9,-1013
-15,29,-1009
-19,19,-1016
-3,11,-1013
-5,17,-1016
-11,21,-1009
-11,29,-1013
-15,25,-1013
-11,0,-1016
-1,19,-1007
-33,27,-1013
0,13,-1018
-31,31,-1024
-17,5,-1016
-11,21,-1022
-7,25,-1016
-25,23,-1015
-5,15,-1013
-29,21,-1013
-7,13,-1015
-21,37,-1020
-25,19,-1020
-11,21,-1022
-33,21,-1015
-7,5,-1013
-23,31,-1024
-19,35,-1013
-23,23,-1007
-13,35,-1020
-15,9,-1015
-19,25,-1007
-11,31,-1016
-1,13,-1013
-21,17,-1016
-9,15,-1007
-21,13,-1020
-7,23,-1016
-21,7,-1013
-13,15,-1015
-1,23,-1022
-7,9,-1016
-5,29,-1009
-17,21,-1005
-17,15,-1018
-21,25,-1005
-19,21,-1013
-23,9,-1016
-9,23,-1007
-11,17,-1007
-5,11,-1011
-15,25,-1016
-9,19,-1011
-9,31,-1028
-5,29,-1009
-9,11,-1013
-19,21,-1016
-7,9,-1018
-5,21,-1018
-13,31,-1007
-21,9,-1007
-11,13,-1015
-13,27,-1015
-19,5,-1013
-17,23,-1020
-3,13,-1020
-17,17,-1022
-11,25,-1009
-13,23,-1015
-15,23,-1024
-13,15,-1011
-11,3,-1013
-19,31,-1015
-3,13,-1003
-7,11,-1009
-29,39,-1016
-7,7,-1009
-17,19,-1018
-17,25,-1009
-15,23,-1016
-21,35,-1009
-23,21,-1016
-19,13,-1018
-33,31,-1016
-17,17,-1015
-23,39,-1016
-33,25,-1009
-3,11,-1001
-31,29,-1028
-17,21,-1003
-33,17,-1016
-19,31,-1013
-21,7,-1009
-9,21,-1011
-37,35,-1018
11,15,-1011
-21,15,-1024
-11,15,-1011
-21,17,-1016
-21,31,-1011
-1,21,-1011
-17,7,-1026
-13,17,-1011
-19,9,-1022
-9,25,-1015
-21,23,-1028
-3,0,-1011
-17,29,-1007
-11,19,-1013
-13,23,-1015
-17,31,-1016
-13,9,-1018
-11,19,-1015
-9,11,-1005
-13,19,-1016
-7,29,-1011
-3,21,-1018
-1,13,-1013
-31,17,-1011
-1,7,-1024
-11,17,-1016
-27,33,-1018
-13,13,-1013
