x,y,z
-29,13,-1018
-5,33,-1007
-1,9,-1018
-21,31,-1022
7,15,-1013
-35,5,-1020
-5,27,-1011
-5,13,-1026
-39,33,-1009
19,13,-1003
-27,5,-1022
-11,39,-1015
1,13,-1020
-23,37,-1032
-13,13,-1011
5,7,-1018
-39,27,-1016
-1,5,-1015
-17,19,-1020
-23,13,-1016
-11,9,-1013
-15,35,-1018
-23,17,-1015
7,13,-1016
-23,21,-1024
-11,13,-1018
-7,33,-1013
-31,23,-1022
-25,37,-1007
-13,13,-1015
-17,17,-1007
0,15,-1015
-27,29,-1020
-15,15,-1018
-19,25,-1013
-29,17,-1013
-19,13,-1018
-5,23,-1013
-11,21,-1013
-33,29,-1020
3,0,-1022
-42,33,-1013
-1,19,-1011
-9,19,-1020
-31,37,-1018
-1,1,-1005
-23,21,-1011
-23,31,-1013
1,19,-1009
-39,21,-1007
-13,3,-1022
-1,19,-1007
-52,21,-1013
5,13,-1009
-27,35,-1009
-23,15,-1013
-5,7,-1013
-9,31,-1013
1,11,-1011
19,33,-1009
7,35,-995
31,11,-1007
-9,-5,-1016
25,-5,-1009
-7,31,-1020
-25,-13,-1036
-33,21,-1024
-44,35,-1005
-31,76,-983
35,78,-1011
331,81,-946
470,253,-991
616,220,-940
650,-76,-1020
925,-191,-1038
1098,-58,-1095
942,95,-1136
1034,68,-923
1005,-218,-1005
1155,-70,-1001
964,251,-936
1036,214,-997
1040,-97,-1138
1087,-17,-1116
1110,222,-950
974,275,-942
1120,-109,-935
972,-244,-987
897,0,-927
849,130,-1001
847,9,-1032
817,-97,-1069
732,35,-989
825,76,-899
774,78,-1038
991,9,-1087
831,359,-1048
925,144,-1036
987,-95,-1126
1190,-199,-1116
1077,181,-985
1005,158,-958
1136,-113,-1015
1260,-306,-1022
1163,81,-923
1085,238,-968
1206,93,-1013
1300,-76,-1087
1161,99,-983
1126,271,-960
1212,5,-1028
1237,-15,-1089
1097,130,-1015
1098,257,-983
1175,3,-1065
1179,-195,-1032
1132,-244,-944
1030,40,-1024
987,-25,-1075
1143,60,-1003
977,308,-917
958,193,-989
1059,128,-931
1227,-122,-948
1173,89,-1005
1048,234,-1126
1280,-31,-1061
1296,-5,-1028
1374,117,-960
1022,85,-977
1266,-269,-991
1253,-162,-1061
1221,204,-983
1196,261,-901
1270,70,-1001
1393,-46,-1028
1163,124,-995
1300,152,-944
1243,-68,-1036
1360,-142,-983
1321,214,-956
1167,204,-938
1081,-286,-1046
1397,-382,-1139
1296,13,-1087
1054,324,-950
1210,308,-917
1471,142,-979
1212,156,-1011
1229,-48,-931
1145,-62,-1180
1380,-115,-1186
1202,255,-935
1270,142,-798
1196,-232,-1020
1405,-244,-983
995,-17,-1011
1421,76,-1032
1149,74,-1255
1032,95,-1042
1401,101,-831
1192,640,-972
1557,255,-913
1161,-7,-1071
1405,-222,-1036
1255,78,-1149
1327,-7,-1044
1348,-121,-948
1026,-50,-872
1626,-238,-829
972,13,-1173
1143,204,-1223
1171,216,-825
1182,-11,-1083
1448,3,-1005
1298,599,-866
1268,265,-960
1177,93,-1116
1202,-534,-1083
1233,-294,-987
1177,265,-970
1171,456,-903
1233,-226,-958
1413,-343,-1036
802,-40,-1104
1694,89,-739
1401,314,-1239
1161,195,-1114
1354,-60,-825
1370,564,-919
1208,44,-1171
1163,-56,-995
790,-661,-1059
806,68,-1005
983,76,-925
335,-48,-1036
716,177,-911
501,201,-1015
657,-80,-927
288,267,-1110
329,-5,-1059
290,331,-1011
175,44,-977
-7,-201,-1093
-44,25,-938
-158,-429,-936
-189,191,-1095
-267,76,-1093
-138,-46,-1028
46,548,-936
-312,11,-1120
-68,-72,-1196
0,-83,-907
-349,-97,-1075
-320,245,-1108
-685,-17,-911
-513,-165,-958
-708,-3,-1104
-1145,-558,-1013
-1171,179,-954
-1760,136,-1264
-1042,224,-702
-1405,609,-819
-1493,238,-1100
-997,-304,-1126
-1393,52,-1124
-1430,19,-1038
-716,277,-968
-1380,103,-983
-1220,-495,-849
-423,11,-812
-1423,-267,-1243
-796,-359,-1337
-1114,396,-968
-700,19,-936
-527,544,-872
-782,152,-989
-398,238,-905
-968,64,-1173
-856,-208,-1050
-443,-154,-1018
-1100,-206,-925
-566,-128,-817
-1075,366,-966
-958,-204,-843
-876,122,-993
-960,-83,-1075
-1155,58,-1075
-858,87,-1052
-1442,341,-1136
-1011,142,-927
-1346,140,-1052
-1087,-187,-1028
-1313,-290,-1048
-1165,-226,-1077
-1395,11,-1167
-936,42,-991
-1034,126,-931
-1333,48,-995
-1423,19,-1020
-878,74,-968
-1153,-29,-1016
-936,148,-1054
-1212,160,-1057
-995,-11,-1104
-774,-48,-1061
-954,-60,-1110
-1087,60,-1083
-999,-259,-1044
-1313,-119,-1102
-1052,152,-1036
-1233,415,-962
-1233,-35,-946
-1481,48,-1071
-1042,87,-997
-1618,245,-1061
-1184,-327,-948
-970,-78,-911
-1491,322,-1108
-1313,35,-1016
-1104,-365,-1098
-1393,-247,-1128
-1440,214,-946
-1629,530,-931
-1069,-251,-1075
-1255,130,-1007
-1643,80,-1011
-1243,298,-933
-1165,-292,-1036
-1223,-242,-1079
-1163,142,-878
-1551,386,-888
-784,-355,-1030
-1348,-56,-1177
-1278,19,-936
-1184,419,-923
-1128,-214,-1095
-1139,66,-1089
-1163,74,-968
-1487,324,-940
-991,-236,-1110
-1339,-60,-1122
-1393,-99,-880
-1257,150,-880
-1251,-255,-1065
-1077,-48,-1022
-1341,210,-1057
-1358,341,-954
-964,-193,-1048
-1130,-173,-1143
-1307,52,-976
-1270,265,-979
-1159,-156,-1149
-1239,25,-1139
-1221,40,-979
-1362,105,-977
-974,-165,-1046
-1098,-70,-1077
-964,160,-991
-1044,343,-946
-813,-162,-1077
-765,-33,-1042
-796,-21,-1024
-853,236,-946
-626,-124,-1069
-694,-1,-1057
-669,66,-999
-653,167,-1001
-447,-124,-1089
-478,-35,-1097
-384,113,-1028
-470,228,-966
-169,-54,-979
-353,-56,-1036
-191,25,-915
-257,169,-993
-134,-54,-1034
-169,-60,-1003
-105,-56,-979
-101,158,-938
-66,37,-1003
-66,-27,-1056
-64,50,-1038
-44,62,-1034
-50,39,-1054
-50,-70,-1038
-62,-13,-1005
-78,126,-979
-72,44,-1007
-97,33,-1005
-78,-39,-985
-68,3,-956
-25,60,-1015
54,91,-1003
76,87,-981
236,74,-987
245,19,-1050
288,-39,-1069
255,-66,-1073
228,-23,-1108
257,31,-1065
138,44,-1003
97,3,-972
1,23,-1005
-37,17,-1036
-78,83,-1057
-111,124,-1036
-93,11,-997
-111,-3,-966
-111,-15,-938
-126,9,-987
-167,19,-1046
-144,-29,-1052
-111,-11,-1052
-103,40,-1022
-540,-175,-1073
-281,-56,-1040
-737,150,-1067
-351,140,-948
-1139,-199,-1151
-1214,247,-1239
-689,162,-845
-997,105,-831
-864,-175,-1067
-730,40,-1052
-702,-5,-987
-634,150,-989
-579,162,-1009
-296,-115,-866
-527,-40,-1016
-286,23,-968
-493,15,-1124
-234,48,-1093
-331,115,-1091
-195,162,-995
-150,103,-1005
-81,-9,-960
-138,-78,-1056
-111,46,-1040
-160,9,-1018
-144,-13,-948
-249,-17,-935
-269,9,-909
-325,162,-901
-275,50,-931
-195,-1,-948
-76,80,-995
-33,91,-1059
97,105,-1065
140,29,-1081
234,-70,-1052
228,-78,-1048
175,-99,-1122
199,-56,-1040
150,19,-991
132,54,-981
111,40,-1003
136,54,-981
74,7,-993
134,80,-1001
101,111,-1024
117,46,-985
107,-40,-976
37,-66,-1032
-19,-56,-1065
-33,-44,-1052
-119,-3,-1087
-85,-13,-1065
-181,44,-1034
-162,60,-1011
-206,111,-1052
-210,31,-1056
-210,44,-1052
-177,25,-1046
-220,27,-1032
-140,-44,-1005
-179,-46,-1024
-115,-21,-1009
-122,31,-1016
-78,-15,-1024
-85,25,-1026
-56,31,-1020
-72,132,-1005
-44,165,-1016
-54,64,-1024
-56,35,-993
-44,0,-987
-50,-5,-997
-42,-17,-989
-39,-3,-995
-25,-9,-997
-64,19,-993
-25,27,-991
-40,60,-989
-62,95,-989
-11,95,-1005
-60,107,-991
-40,44,-989
11,27,-987
-62,-13,-1007
13,-39,-981
0,-42,-1003
-33,-15,-1007
7,-40,-1001
-1,21,-1003
11,23,-1013
-17,44,-1011
17,60,-1026
17,56,-1026
-19,74,-1016
27,50,-1024
3,19,-1046
3,9,-1028
0,0,-1032
13,-31,-1038
21,-13,-1038
35,-3,-1036
3,21,-1036
17,39,-1032
7,19,-1044
19,23,-1036
-25,13,-1028
-27,35,-1034
5,0,-1038
-70,33,-1038
-9,-9,-1028
-25,15,-1032
-58,-9,-1026
-21,9,-1020
-19,44,-1022
-58,39,-1011
-17,21,-1005
-35,21,-991
-35,27,-991
-29,35,-1005
-13,9,-1016
-37,7,-1005
-3,11,-997
-33,7,-1015
-19,17,-1005
-23,27,-1001
-62,19,-1013
-1,29,-1009
-39,17,-1013
-68,50,-993
0,13,-981
-64,39,-1011
-11,-7,-993
-23,9,-1011
-58,31,-1005
7,19,-993
-13,29,-1005
-31,0,-1005
19,13,-1011
-23,39,-1009
-17,9,-1024
3,33,-1022
-27,13,-1020
-3,15,-1007
-31,42,-1022
-11,9,-1013
-11,21,-1020
-39,29,-1018
3,19,-1016
-5,39,-1024
-21,29,-1011
13,17,-1026
5,21,-1022
-13,1,-1015
1,15,-1026
7,23,-1028
-5,17,-1016
-5,25,-1020
7,9,-1020
3,21,-1007
-19,39,-1016
7,25,-1022
0,29,-1009
-17,31,-1013
-3,15,-1030
0,29,-1009
-11,15,-1015
-29,0,-1020
1,7,-1015
-21,17,-1018
-25,23,-1018
-3,23,-1005
-5,11,-1011
-37,33,-1009
-15,19,-1020
-9,21,-1013
-33,25,-1016
-29,15,-1003
-11,21,-1007
-44,19,-1016
-46,27,-1011
-23,15,-991
-31,23,-1003
-44,25,-1013
-40,21,-1020
-21,29,-1005
-39,39,-1011
-25,23,-1001
-23,15,-999
11,29,-991
-76,13,-1030
33,15,-1015
-7,15,-1016
-13,-1,-1052
93,19,-991
-48,13,-1026
175,46,-1009
5,-39,-1009
-56,72,-1034
-40,95,-1032
122,-15,-983
-89,-15,-987
-29,-9,-1040
54,78,-1022
-7,13,-964
-21,29,-1032
-11,5,-1061
-29,-13,-1003
-3,-1,-991
-37,15,-1042
-48,5,-1028
-5,52,-1009
-19,44,-1028
0,-29,-1040
3,-5,-1024
-9,17,-1005
15,3,-1015
35,7,-1003
-13,46,-1020
-17,13,-1024
-25,-27,-1001
13,0,-1007
-44,80,-1003
-31,-7,-989
-25,58,-1016
-66,5,-1011
-17,-7,-1005
-27,50,-1030
-35,21,-1030
-19,25,-1009
-21,1,-1005
-68,25,-1005
-15,19,-999
-60,46,-1022
-35,35,-1018
-13,60,-1024
-44,29,-1026
-23,50,-983
-5,25,-999
-40,50,-1016
-7,50,-1011
-9,35,-1013
-17,54,-1030
1,37,-997
-29,35,-1011
0,42,-1016
-29,35,-1022
-33,31,-1007
-17,44,-1005
-7,17,-1022
-23,64,-1018
3,35,-1005
-13,23,-1016
-17,44,-1009
72,9,-1020
-64,-48,-995
-78,-58,-1020
-35,76,-1097
-58,232,-1001
-17,257,-1052
58,76,-968
68,-203,-954
91,-251,-1028
140,-62,-1077
-60,204,-1110
80,238,-1018
-37,150,-983
19,-76,-911
-46,-130,-938
-80,-31,-1011
-9,74,-1138
-48,144,-1114
58,83,-995
23,97,-960
7,-50,-942
35,-101,-960
-37,-40,-1061
21,11,-1079
-33,101,-1042
9,60,-1013
-1,25,-989
-33,-31,-976
-25,-21,-1013
-5,13,-1007
-46,35,-1026
-7,56,-1018
-21,66,-1028
-31,7,-1024
-1,-39,-1003
-48,-13,-997
-21,-25,-983
-13,25,-1005
-44,48,-1034
-35,56,-1032
-27,50,-1013
-31,-3,-995
-39,-9,-993
-3,7,-1003
-48,33,-1030
-17,58,-1015
-19,11,-1036
-29,-9,-993
-21,-21,-995
-3,-13,-1005
-21,40,-1009
-13,44,-1011
-5,74,-1020
-39,23,-1026
15,3,-993
-23,5,-1011
-21,13,-1011
11,23,-1015
-11,31,-1011
-3,19,-1018
23,31,-1007
-27,29,-1015
7,-1,-1011
0,25,-1024
-19,25,-1018
15,31,-1009
-1,39,-1030
-29,23,-1018
13,17,-1015
3,7,-1028
-15,25,-1022
25,35,-1005
-21,29,-1022
-9,37,-1016
1,9,-1020
-23,15,-1024
-11,13,-1016
5,29,-1022
-39,31,-1007
-21,13,-1005
-3,19,-1022
-54,11,-1016
1,-9,-1009
-15,17,-1020
-37,31,-1005
13,19,-1015
-37,64,-1007
-33,-1,-1016
7,17,-1005
-56,9,-1009
-9,3,-1007
-7,11,-1007
-56,15,-1011
17,-3,-1011
-27,21,-1018
-44,5,-1013
19,13,-1011
-37,27,-1016
-17,35,-1005
0,25,-1013
-42,44,-1022
-11,11,-1016
-7,5,-1020
-29,15,-1020
-9,11,-1013
-9,21,-1001
-33,27,-1018
1,19,-1015
-9,13,-1015
-37,17,-1018
11,5,-1013
-33,33,-1024
-19,27,-1013
21,15,-1024
-46,25,-1016
3,1,-1018
-1,15,-1028
-52,29,-1018
33,21,-1018
-25,42,-1015
-13,17,-1020
35,13,-1018
-31,44,-1020
-9,7,-1020
19,31,-1016
-44,40,-1013
-5,19,-1007
-9,37,-1005
-35,15,-1016
-1,13,-1015
-19,19,-1024
-1,11,-1013
-13,37,-1011
-19,19,-1005
-5,25,-1009
-7,37,-1016
-29,19,-1030
-5,35,-1018
-21,31,-1007
-29,19,-1024
0,25,-1011
-15,3,-1015
-29,27,-1022
-13,17,-1007
-19,13,-1015
-19,29,-1009
-15,19,-1016
-9,33,-1011
-11,33,-1009
-21,21,-1020
-15,21,-1015
-15,11,-1005
-27,33,-1022
-11,19,-1015
-15,-1,-1015
-25,25,-1016
-15,9,-1020
0,15,-1015
-25,29,-1007
-19,13,-1020
-3,27,-1015
-21,17,-1005
-21,21,-1013
-13,19,-1016
-21,19,-1007
-29,23,-1016
-15,15,-1024
-13,19,-1013
-23,27,-1001
-13,0,-1013
-3,9,-1018
-17,15,-1001
-27,15,-1018
-5,25,-1007
-7,29,-1005
-13,29,-1011
-1,27,-1024
0,15,-1016
-23,29,-1011
-1,21,-1018
7,9,-1024
-15,23,-1015
-11,9,-1026
-1,21,-1022
1,19,-1018
0,25,-1028
11,31,-1007
0,9,-1024
-23,21,-1036
-1,13,-1013
-1,19,-1007
-19,37,-1007
-9,9,-1013
0,9,-1016
-17,27,-1007
-21,27,-1022
-1,13,-1016
-11,21,-1015
-21,23,-1028
-17,35,-1016
-13,9,-1009
-19,35,-1018
-19,21,-1018
-13,19,-1013
-37,40,-1011
-25,9,-1016
-5,19,-1005
-23,29,-1005
-33,9,-1015
-11,13,-1015
-9,23,-1009
-33,23,-1018
-25,17,-1015
-19,17,-1001
-40,35,-1009
-23,9,-1009
-9,15,-1003
-23,31,-1005
-21,15,-1018
-13,27,-1015
-11,31,-1001
-19,9,-1024
-11,15,-1015
-13,15,-1018
-25,35,-1015
-15,11,-1003
-7,9,-1003
-35,42,-1018
-17,7,-1018
-11,19,-1007
-15,29,-1015
-17,11,-1016
-5,19,-1013
-11,11,-1015
-17,21,-1016
-13,21,-1005
5,7,-1009
-25,33,-1022
-9,13,-1015
-3,21,-1011
-15,35,-1011
-11,3,-1015
1,11,-1009
-5,23,-1011
-19,27,-1026
-5,23,-1011
-7,21,-1015
-15,25,-1011
